core,CPD_A,SMILES_A,R_A,pKi_A,LogD_A,Sol_A_uM,CPD_B,SMILES_B,R_B,pKi_B,LogD_B,Sol_B_uM,delta_pKi,delta_LogD,delta_LogSol,abs_delta_pKi,physchem_shift,potency_specificity
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_99,CC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(C)OC(=O)[*:1],7.47,2.832,69.0,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,-0.24,-3.87,1.97,0.24,4.34255685052021,0.05225847122019069
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_186,Cc1oc(=O)oc1COC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,Cc1oc(=O)oc1COC(=O)[*:1],8.75,3.186,9.7,CPD_230,CC(=O)OC(C)OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(=O)OC(C)OC(=O)[*:1],8.51,2.282,120.0,-0.24,-0.9,1.09,0.24,1.4135416513141734,0.14427050853244552
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_143,CC(C)N1CCC(NC(=O)c2cc3cc(CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OC[*:1],8.54,0.77,2500.0,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)CO[*:1],8.3,0.774,4.7,-0.24,0.0,-2.73,0.24,2.73,0.08053691275167785
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_154,CC(C)N1CCC(NC(=O)c2cc3c(CO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OC[*:1],8.7,0.769,2500.0,CPD_231,COC(=O)OC(C)OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)OC(C)OC(=O)[*:1],8.46,2.396,110.0,-0.24,1.63,-1.36,0.24,2.1228518554058358,0.10114411460337548
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_24,O=C(NC1CCN(c2ccnc(Cl)n2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,Clc1nccc(N2CCC([*:1])CC2)n1,6.7,3.331,2.1,CPD_180,CC(C)CN1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)CN1CC([*:1])C1,6.46,2.966,47.0,-0.24,-0.36,1.35,0.24,1.3971757226634023,0.145703944453438
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_174,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)O)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.25,1.328,5.5,CPD_184,CCOC(=O)COc1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CCOC(=O)CO[*:1],8.01,1.723,260.0,-0.24,0.4,1.67,0.24,1.7172361514946044,0.12199857135487287
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_170,CC(C)N1CCC(NC(=O)c2cc3cc(S(C)(=O)=O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CS(=O)(=O)[*:1],7.72,-0.686,15000.0,CPD_332,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],7.48,3.475,140.0,-0.24,4.16,-2.03,0.24,4.628876753598004,0.04919165048041196
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,-0.24,0.62,-0.34,0.24,0.7071067811865476,0.25075571996519175
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_37,CC(C)N1CCC(NC(=O)c2cc3cc(C#N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,N#C[*:1],8.7,1.433,130.0,CPD_338,CC(C)N1CCC(NC(=O)c2cc3cc(NS(C)(=O)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CS(=O)(=O)N[*:1],8.46,0.697,170.0,-0.24,-0.74,0.12,0.24,0.7496665925596524,0.2400800444731063
CC(C)N1CCC(NC(=O)c2cc3cc(OC[*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_743,COCCOc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COC[*:1],8.39,0.599,20000.0,CPD_781,CC(C)N1CCC(NC(=O)c2cc3cc(OCCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,OC[*:1],8.14,-0.041,55000.0,-0.25,-0.64,0.44,0.25,0.776659513557904,0.24350819010444977
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_31,O=C(NC1CCN(c2ccncn2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccncn2)CC1)[*:1],7.01,3.217,2.8,CPD_57,CCN1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CCN1CC[C@H](NC(=O)[*:1])C1,6.76,1.624,680.0,-0.25,-1.59,2.39,0.25,2.8705748553207946,0.0801134443462341
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_162,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)OC(=O)[*:1],7.04,3.499,26.0,CPD_604,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(O)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(O)CC1)[*:1],6.79,-0.266,3400.0,-0.25,-3.77,2.12,0.25,4.325193637283769,0.0546424959946442
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_529,CC(C)N1CCC(NC(=O)c2nc3c(CO)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,OC[*:1],8.14,1.111,1100.0,CPD_638,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N(C)CCO)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CN(CCO)C(=O)[*:1],7.89,-0.092,2900.0,-0.25,-1.2,0.42,0.25,1.2713772060250255,0.1643247966447367
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_322,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],7.95,1.375,1.9,CPD_609,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N4CCOCC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCOCC1)[*:1],7.71,-0.016,1600.0,-0.25,-1.39,2.93,0.25,3.242992445257929,0.07157186965560114
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_353,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)NCCO)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(NCCO)[*:1],8.06,0.477,1200.0,CPD_528,COCCOC(=O)c1cccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COCCOC(=O)[*:1],7.81,1.899,260.0,-0.25,1.42,-0.66,0.25,1.5658863304850708,0.13767381570256024
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O[*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_112,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,C[*:1],8.29,1.96,260.0,CPD_363,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCCC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1CCCN1CC[*:1],8.03,1.653,110.0,-0.25,-0.31,-0.37,0.25,0.48270073544588676,0.34120342440745866
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_322,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],7.95,1.375,1.9,CPD_350,CC(OC(=O)OC1CCCCC1)OC(=O)c1cccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],7.7,4.799,4.2,-0.25,3.42,0.34,0.25,3.4368590311503904,0.06780839676476426
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_179,CC(C)OC(=O)COc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(C)OC(=O)CO[*:1],7.48,2.057,140.0,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,-0.25,-3.09,1.66,0.25,3.5076630396889605,0.06653071266887563
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_416,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],8.09,0.362,8.8,CPD_541,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCOCC1)[*:1],7.84,-1.329,79000.0,-0.25,-1.69,3.95,0.25,4.296347285776605,0.0549891999632613
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_401,CCOC(=O)OC(C)OC(=O)c1cccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CCOC(=O)OC(C)OC(=O)[*:1],7.96,3.271,32.0,CPD_609,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N4CCOCC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCOCC1)[*:1],7.71,-0.016,1600.0,-0.25,-3.29,1.7,0.25,3.703255324710949,0.06323902188591356
CC(C)N1CCC(NC(=O)c2nc3c([*:1])nccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_767,COCCOc1nccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COCCO[*:1],7.61,1.182,1300.0,CPD_835,CC(C)N1CCC(NC(=O)c2nc3c(O)nccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O[*:1],7.36,0.654,1100.0,-0.26,-0.53,-0.07,0.26,0.5346026561849464,0.33137792480110195
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_546,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N4CCCOCC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCCOCC1)[*:1],7.97,0.371,1100.0,CPD_609,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N4CCOCC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCOCC1)[*:1],7.71,-0.016,1600.0,-0.26,-0.39,0.16,0.26,0.42154477816715985,0.38716703405782604
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)CO[*:1],8.3,0.774,4.7,CPD_363,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCCC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1CCCN1CCOC(=O)[*:1],8.03,1.653,110.0,-0.26,0.88,1.37,0.26,1.6282813024781682,0.1384244200572944
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_359,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCC(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)COC(=O)[*:1],8.35,0.3,9.7,CPD_416,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],8.09,0.362,8.8,-0.26,0.06,-0.04,0.26,0.07211102550927978,0.8071751024011737
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_365,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OC4CCOC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OC1CCOC1)[*:1],7.58,1.734,120.0,CPD_368,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)NCCN4CCNC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1NCCN1CCNC(=O)[*:1],7.32,0.289,190.0,-0.26,-1.45,0.2,0.26,1.4637281168304448,0.1517160146038056
O=C(O)c1ccc2c(c1)cc([*:1])n2Cc1cc(-c2ccc(Cl)s2)on1,CPD_185,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CCN(c3ccncc3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccncc2)CC1)[*:1],7.27,1.378,1.9,CPD_695,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(C2CC2)CC1)[*:1],7.01,0.814,12.0,-0.26,-0.56,0.8,0.26,0.9765244492586963,0.21198109842583437
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_252,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)NCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(NCCO)[*:1],7.49,0.126,4400.0,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,-0.26,-1.16,0.16,0.26,1.1709824934643558,0.18297199381121151
CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O[*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_317,COC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2c1,C[*:1],6.43,2.305,160.0,CPD_399,CCOC(=O)OC(C)OC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2c1,CCOC(=O)OC(C)[*:1],6.16,3.259,33.0,-0.26,0.95,-0.69,0.26,1.1741379816699569,0.1825665794652297
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_305,COC(=O)c1cccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)[*:1],8.42,3.133,16.0,CPD_471,COC1CN(C(=O)c2cccc3c2nc(C(=O)NC2CCN(C(C)C)CC2)n3Cc2cc(-c3ccc(Cl)s3)on2)C1,COC1CN(C(=O)[*:1])C1,8.16,0.766,180.0,-0.26,-2.37,1.05,0.26,2.5921805492673538,0.09147905824175097
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_37,CC(C)N1CCC(NC(=O)c2cc3cc(C#N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,N#C[*:1],8.7,1.433,130.0,CPD_148,CC(C)N1CCC(NC(=O)c2cc3cc(C(N)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)[*:1],8.44,0.497,390.0,-0.26,-0.94,0.48,0.26,1.0554619841567008,0.19916321053803354
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O[*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_162,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)[*:1],7.04,3.499,26.0,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)[*:1],6.77,4.442,4.4,-0.27,0.94,-0.77,0.27,1.2151131634543344,0.18428610617586302
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_324,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)NCCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(NCCO)[*:1],8.11,-0.841,140000.0,CPD_541,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCOCC1)[*:1],7.84,-1.329,79000.0,-0.27,-0.49,-0.25,0.27,0.5500909015790026,0.3374616552533558
CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)O[*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_319,COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,C[*:1],7.72,2.303,160.0,CPD_389,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CC(OC(=O)OC1CCCCC1)[*:1],7.45,4.785,4.3,-0.27,2.48,-1.57,0.27,2.935183128869475,0.08476749658530051
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_900,CC(C)N1CCC(NC(=O)c2nc3cc(O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O[*:1],8.14,1.553,42.0,CPD_925,CC(C)N1CCC(NC(=O)c2nc3cc(OCCCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,OCCCO[*:1],7.87,2.044,310.0,-0.27,0.49,0.87,0.27,0.9984988733093293,0.21625970657412402
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_38,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],8.06,2.851,68.0,CPD_366,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCOCC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OCCN1CCOCC1)[*:1],7.79,1.706,740.0,-0.27,-1.15,1.04,0.27,1.5505160431288674,0.14995700873112155
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_597,COCCOc1cccc2c1nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COCCO[*:1],8.16,1.933,370.0,CPD_638,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)N(C)CCO)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CN(CCO)C(=O)[*:1],7.89,-0.092,2900.0,-0.27,-2.02,0.89,0.27,2.2073740054644118,0.10987338492211873
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_347,CC(C)N1CCC(NC(=O)c2nc3cc(S(=O)(=O)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=S(=O)(CCO)[*:1],7.59,1.099,90.0,CPD_354,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],7.32,5.603,0.5,-0.27,4.5,-2.26,0.27,5.035633028726378,0.051081866359734586
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_148,CC(C)N1CCC(NC(=O)c2cc3cc(C(N)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)[*:1],8.44,0.497,390.0,CPD_364,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCNC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1NCCN1CCOC(=O)[*:1],8.16,1.632,44.0,-0.27,1.13,-0.95,0.27,1.4762791064023089,0.1564057625436362
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_38,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],8.06,2.851,68.0,CPD_259,CCOC(=O)COc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CCOC(=O)CO[*:1],7.79,1.709,270.0,-0.27,-1.14,0.6,0.27,1.2882546332150333,0.1755236058907138
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_133,CC(C)N1CCC(NC(=O)c2cc3c(Cl)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Cl[*:1],8.16,2.601,74.0,CPD_155,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)OCOC(=O)C(C)(C)C)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)(C)C(=O)OCOC(=O)[*:1],7.88,3.166,45.0,-0.27,0.56,-0.22,0.27,0.6016643582596529,0.31702629959968714
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OC(C)[*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_370,COCCOC(=O)OC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COCCOC(=O)O[*:1],8.05,1.425,5200.0,CPD_374,CC(C)OC(=O)OC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CC(C)OC(=O)O[*:1],7.77,2.294,1000.0,-0.28,0.87,-0.72,0.28,1.1292918134831227,0.2030027273872645
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_22,NC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCC([*:1])CC1,5.97,1.914,8.7,CPD_27,O=CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=CN1CCC([*:1])CC1,5.69,2.671,2.4,-0.28,0.76,-0.56,0.28,0.9440338976964757,0.2344992052069666
CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2C[*:1])CC1,CPD_773,CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2Cc2nnc(-c3ccc(Cl)s3)s2)CC1,Clc1ccc(-c2nnc([*:1])s2)s1,8.65,2.624,18.0,CPD_784,CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2CC(=O)Nc2ccc(Br)cn2)CC1,O=C(Nc1ccc(Br)cn1)[*:1],8.38,1.539,770.0,-0.28,-1.09,1.63,0.28,1.9608671551127577,0.12664713904337666
CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2C[*:1])CC1,CPD_737,CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2Cc2cc3ccc(Cl)cc3s2)CC1,Clc1ccc2cc([*:1])sc2c1,8.65,4.197,8.2,CPD_784,CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2CC(=O)Nc2ccc(Br)cn2)CC1,O=C(Nc1ccc(Br)cn1)[*:1],8.38,1.539,770.0,-0.28,-2.66,1.97,0.28,3.3100604224092347,0.07865035049335282
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_268,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COC(=O)[*:1],8.12,0.993,8500.0,CPD_541,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCOCC1)[*:1],7.84,-1.329,79000.0,-0.28,-2.32,0.97,0.28,2.5146172671005025,0.10127984199912803
